artist_name,album_name,song_name,2024.10,2024.11,2024.12,2025.1,2025.2,2025.3,2025.4,2025.5,2025.6,2025.7,2025.8,2025.9
SEVENTEEN,HAPPY BURSTDAT,THUNDER,0,0,0,0,0,0,0,0,30,72,88,0
BOYNEXTDOOR,No Genre,"IF I SAY, I LOVE YOU",0,0,0,18,7,9,10,8,10,26,24,39
BOYNEXTDOOR,No Genre,I Feel Good,0,0,0,0,0,0,0,87,75,0,0,0
BOYNEXTDOOR,No Genre,123-78,0,0,0,0,0,0,0,85,40,64,86,0
RIIZE,ODYSSEY,Fly Up,0,0,0,0,0,0,0,98,59,88,94,0
